source,target,weight
G2428,G3100,0.837
G2428,G3101,0.71
G2428,G3103,0.706
G2428,G3107,0.846
G2428,G3182,0.737
G2428,G3190,0.734
G2428,G3211,0.845
G2428,G3264,0.692
G2428,G3301,0.754
G2428,G3389,0.783
G2428,G3395,0.756
G2428,G3410,0.816
G2428,G3465,0.819
G2428,G3473,0.81
G2428,G3500,0.764
G2428,G3544,0.777
G2428,G3545,0.804
G2428,G3609,0.745
G2428,G3669,0.786
G2428,G3705,0.711
G2428,G3717,0.78
G2428,G3722,0.757
G2428,G3729,0.737
G2428,G3763,0.756
G2428,G3782,0.75
G2428,G3886,0.695
G2428,G3907,0.729
G2428,G3934,0.762
G2428,G3946,0.669
G2428,G3969,0.741
G2428,G3993,0.777
G2428,G4004,0.684
G2428,G4030,0.74
G2428,G4031,0.845
G2428,G4038,0.731
G2428,G4108,0.733
G2428,G4111,0.711
G2428,G4122,0.712
G2428,G4137,0.723
G2428,G4179,0.711
G2428,G4180,0.679
G2428,G4222,0.678
G2428,G4319,0.863
G2428,G4321,0.793
G2428,G4353,0.738
G2428,G4359,0.747
G2428,G4370,0.718
G2428,G4371,0.701
G2428,G4399,0.684
G2428,G4401,0.703
G2428,G4412,0.675
G2428,G4418,0.718
G2428,G4425,0.727
G2428,G4433,0.724
G2428,G4468,0.673
G2428,G4482,0.727
G2430,G2851,0.67
G2431,G3663,0.672
G2431,G3786,0.673
G2434,G2452,0.722
G2434,G2476,0.75
G2434,G2509,0.714
G2434,G2579,0.706
G2434,G2591,0.689
G2434,G2648,0.69
G2434,G2798,0.696
G2434,G2844,0.668
G2434,G2853,0.731
G2434,G2890,0.673
G2434,G2902,0.706
G2434,G2975,0.673
G2434,G2993,0.679
G2434,G3136,0.749
G2434,G3342,0.687
G2434,G3456,0.696
G2434,G3517,0.718
G2434,G3571,0.707
G2434,G3594,0.751
G2434,G3631,0.725
G2434,G3718,0.693
G2434,G3720,0.69
G2434,G3791,0.684
G2434,G3889,0.685
G2434,G3901,0.679
G2434,G3975,0.676
G2434,G4033,0.671
G2434,G4048,0.724
G2434,G4077,0.69
G2434,G4176,0.677
G2434,G4183,0.709
G2434,G4189,0.702
G2434,G4234,0.681
G2434,G4254,0.707
G2434,G4421,0.677
G2434,G4480,0.719
G2434,G4486,0.697
G2436,G2452,0.687
G2436,G2544,0.685
G2436,G2643,0.669
G2436,G2736,0.672
G2436,G2770,0.669
G2436,G2771,0.738
G2436,G2811,0.698
G2436,G2826,0.684
G2436,G2927,0.667
G2436,G2982,0.701
G2436,G3152,0.669
G2436,G3219,0.695
G2436,G3300,0.678
G2436,G3392,0.682
G2436,G3535,0.678
G2436,G3565,0.684
G2436,G3663,0.702
G2436,G3696,0.67
G2436,G3715,0.671
G2436,G3818,0.719
G2436,G3945,0.667
G2436,G3975,0.679
G2436,G4042,0.729
G2436,G4160,0.677
G2436,G4183,0.707
G2436,G4219,0.679
G2436,G4223,0.684
G2436,G4314,0.692
G2436,G4388,0.679
G2436,G4406,0.685
G2436,G4467,0.687
G2436,G4475,0.676
G2436,G4486,0.689
G2438,G2634,0.674
G2439,G2762,0.686
G2440,G2562,0.976
G2440,G2602,0.967
G2440,G2668,0.681
G2440,G2821,0.683
G2440,G3271,0.815
G2440,G3471,0.97
G2440,G3814,0.862
G2440,G4389,0.956
G2441,G3641,0.847
G2442,G2869,0.681
G2444,G4228,0.796
G2445,G2522,0.786
G2445,G2658,0.711
G2445,G2957,0.849
G2445,G3114,0.686
G2445,G3144,0.673
G2445,G3382,0.68
G2445,G3622,0.701
G2445,G4299,0.725
G2446,G3419,0.684
G2448,G2549,0.667
G2448,G2686,0.681
G2448,G2700,0.675
G2448,G3501,0.692
G2448,G3758,0.709
G2448,G3886,0.699
G2448,G4087,0.737
G2448,G4126,0.698
G2448,G4188,0.711
G2448,G4428,0.721
G2450,G2525,0.883
G2450,G2677,0.795
G2450,G2723,0.933
G2450,G2744,0.778
G2450,G2760,0.701
G2450,G2808,0.848
G2450,G2837,0.847
G2450,G2871,0.866
G2450,G2930,0.841
G2450,G3022,0.945
G2450,G3058,0.855
G2450,G3161,0.768
G2450,G3201,0.795
G2450,G3252,0.942
G2450,G3385,0.807
G2450,G3435,0.941
G2450,G3468,0.678
G2450,G3472,0.928
G2450,G3630,0.757
G2450,G3647,0.764
G2450,G3675,0.93
G2450,G3679,0.893
G2450,G3843,0.918
G2450,G3957,0.763
G2450,G4109,0.869
G2450,G4119,0.884
G2450,G4175,0.745
G2450,G4194,0.812
G2450,G4306,0.79
G2450,G4351,0.886
G2450,G4429,0.831
G2451,G3406,0.702
G2452,G2476,0.783
G2452,G2509,0.786
G2452,G2544,0.705
G2452,G2579,0.813
G2452,G2591,0.795
G2452,G2616,0.738
G2452,G2643,0.714
G2452,G2648,0.758
G2452,G2653,0.752
G2452,G2675,0.743
G2452,G2683,0.776
G2452,G2726,0.669
G2452,G2736,0.674
G2452,G2771,0.843
G2452,G2798,0.791
G2452,G2811,0.718
G2452,G2828,0.748
G2452,G2844,0.8
G2452,G2853,0.777
G2452,G2890,0.676
G2452,G2902,0.793
G2452,G2904,0.673
G2452,G2927,0.743
G2452,G2938,0.679
G2452,G2955,0.756
G2452,G2975,0.735
G2452,G2982,0.739
G2452,G2993,0.781
G2452,G3020,0.724
G2452,G3040,0.738
G2452,G3136,0.761
G2452,G3152,0.773
G2452,G3168,0.668
G2452,G3178,0.683
G2452,G3193,0.789
G2452,G3219,0.745
G2452,G3247,0.841
G2452,G3280,0.78
G2452,G3300,0.935
G2452,G3309,0.766
G2452,G3322,0.673
G2452,G3342,0.714
G2452,G3381,0.77
G2452,G3420,0.773
G2452,G3424,0.723
G2452,G3436,0.667
G2452,G3456,0.736
G2452,G3495,0.688
G2452,G3517,0.777
G2452,G3535,0.693
G2452,G3543,0.707
G2452,G3549,0.706
G2452,G3558,0.724
G2452,G3565,0.814
G2452,G3571,0.737
G2452,G3594,0.797
G2452,G3631,0.761
G2452,G3663,0.739
G2452,G3664,0.702
G2452,G3670,0.849
G2452,G3677,0.717
G2452,G3690,0.729
G2452,G3715,0.82
G2452,G3718,0.755
G2452,G3720,0.801
G2452,G3721,0.681
G2452,G3762,0.724
G2452,G3791,0.77
G2452,G3802,0.701
G2452,G3818,0.709
G2452,G3826,0.706
G2452,G3830,0.743
G2452,G3837,0.709
G2452,G3845,0.712
G2452,G3869,0.744
G2452,G3889,0.793
G2452,G3901,0.729
G2452,G3909,0.726
G2452,G3911,0.677
G2452,G3945,0.762
G2452,G3947,0.685
G2452,G3975,0.739
G2452,G3981,0.679
G2452,G4007,0.728
G2452,G4033,0.732
G2452,G4042,0.692
G2452,G4048,0.704
G2452,G4077,0.675
G2452,G4092,0.678
G2452,G4095,0.716
G2452,G4103,0.771
G2452,G4160,0.94
G2452,G4165,0.75
G2452,G4176,0.774
G2452,G4183,0.78
G2452,G4189,0.784
G2452,G4190,0.692
G2452,G4219,0.764
G2452,G4223,0.773
G2452,G4234,0.702
G2452,G4254,0.761
G2452,G4265,0.759
G2452,G4272,0.78
G2452,G4295,0.774
G2452,G4301,0.703
G2452,G4314,0.812
G2452,G4322,0.743
G2452,G4324,0.731
G2452,G4388,0.796
G2452,G4406,0.789
G2452,G4421,0.753
G2452,G4467,0.729
G2452,G4473,0.758
G2452,G4475,0.916
G2452,G4480,0.711
G2452,G4486,0.79
G2454,G2593,0.694
G2454,G2600,0.756
G2454,G2640,0.683
G2454,G2686,0.679
G2454,G2702,0.696
G2454,G2815,0.681
G2454,G2827,0.741
G2454,G2867,0.709
G2454,G2925,0.667
G2454,G2932,0.704
G2454,G2992,0.736
G2454,G2995,0.685
G2454,G3016,0.782
G2454,G3041,0.687
G2454,G3049,0.76
G2454,G3068,0.715
G2454,G3107,0.764
G2454,G3127,0.72
G2454,G3148,0.691
G2454,G3182,0.765
G2454,G3190,0.751
G2454,G3211,0.696
G2454,G3264,0.683
G2454,G3388,0.682
G2454,G3395,0.728
G2454,G3405,0.691
G2454,G3465,0.704
G2454,G3473,0.754
G2454,G3500,0.699
G2454,G3501,0.713
G2454,G3536,0.768
G2454,G3545,0.706
G2454,G3666,0.698
G2454,G3669,0.729
G2454,G3717,0.717
G2454,G3763,0.729
G2454,G3883,0.726
G2454,G3886,0.725
G2454,G3923,0.711
G2454,G3946,0.758
G2454,G3969,0.75
G2454,G4004,0.707
G2454,G4031,0.76
G2454,G4104,0.712
G2454,G4126,0.689
G2454,G4210,0.697
G2454,G4233,0.69
G2454,G4273,0.761
G2454,G4319,0.783
G2454,G4321,0.827
G2454,G4330,0.692
G2454,G4359,0.681
G2454,G4412,0.684
G2454,G4433,0.749
G2454,G4468,0.695
G2454,G4471,0.729
G2458,G2705,0.726
G2458,G4481,0.853
G2462,G3032,0.742
G2462,G3072,0.916
G2462,G3147,0.703
G2462,G3494,0.703
G2462,G3867,0.69
G2462,G4496,0.693
G2463,G3139,0.67
G2463,G3210,0.676
G2463,G3250,0.676
G2463,G3495,0.729
G2463,G3549,0.716
G2463,G3552,0.702
G2463,G4046,0.685
G2465,G3987,0.675
G2468,G2470,0.697
G2468,G2845,0.742
G2468,G3484,0.69
G2468,G3622,0.687
G2468,G3806,0.729
G2468,G4019,0.733
G2468,G4086,0.715
G2468,G4246,0.764
G2468,G4455,0.708
G2470,G2761,0.748
G2470,G2845,0.695
G2470,G3622,0.739
G2470,G3662,0.89
G2470,G3806,0.724
G2470,G4086,0.669
G2470,G4106,0.705
G2472,G2890,0.721
G2472,G3023,0.764
G2472,G3079,0.904
G2472,G3337,0.689
G2472,G3517,0.668
G2472,G3571,0.667
G2472,G3618,0.793
G2472,G3734,0.765
G2472,G3837,0.744
G2472,G4480,0.669
G2474,G2651,0.852
G2474,G2754,0.776
G2474,G2965,0.929
G2474,G3321,0.785
G2474,G3326,0.767
G2474,G3330,0.747
G2474,G3365,0.747
G2474,G3369,0.877
G2474,G3432,0.719
G2474,G3586,0.688
G2474,G3597,0.7
G2474,G3610,0.702
G2474,G3727,0.934
G2474,G4035,0.737
G2474,G4058,0.674
G2474,G4063,0.76
G2474,G4120,0.779
G2474,G4125,0.754
G2474,G4251,0.707
G2474,G4336,0.765
G2474,G4369,0.8
G2474,G4380,0.772
G2476,G2495,0.681
G2476,G2509,0.801
G2476,G2544,0.706
G2476,G2573,0.715
G2476,G2579,0.835
G2476,G2591,0.826
G2476,G2643,0.748
G2476,G2648,0.684
G2476,G2653,0.687
G2476,G2675,0.741
G2476,G2683,0.74
G2476,G2726,0.671
G2476,G2771,0.8
G2476,G2797,0.703
G2476,G2798,0.874
G2476,G2811,0.671
G2476,G2844,0.724
G2476,G2850,0.676
G2476,G2853,0.738
G2476,G2902,0.83
G2476,G2927,0.795
G2476,G2955,0.813
G2476,G2975,0.826
G2476,G2982,0.728
G2476,G2993,0.841
G2476,G3040,0.738
G2476,G3136,0.782
G2476,G3143,0.685
G2476,G3178,0.786
G2476,G3193,0.829
G2476,G3219,0.697
G2476,G3247,0.731
G2476,G3280,0.748
G2476,G3300,0.75
G2476,G3309,0.741
G2476,G3322,0.692
G2476,G3342,0.756
G2476,G3414,0.69
G2476,G3420,0.888
G2476,G3456,0.767
G2476,G3517,0.79
G2476,G3535,0.766
G2476,G3565,0.813
G2476,G3566,0.842
G2476,G3571,0.789
G2476,G3593,0.744
G2476,G3594,0.819
G2476,G3631,0.856
G2476,G3663,0.808
G2476,G3668,0.696
G2476,G3670,0.694
G2476,G3677,0.826
G2476,G3682,0.738
G2476,G3690,0.786
G2476,G3696,0.697
G2476,G3715,0.852
G2476,G3718,0.839
G2476,G3720,0.79
G2476,G3762,0.699
G2476,G3791,0.799
G2476,G3802,0.682
G2476,G3818,0.676
G2476,G3826,0.707
G2476,G3830,0.731
G2476,G3845,0.703
G2476,G3853,0.715
G2476,G3860,0.758
G2476,G3869,0.751
G2476,G3889,0.869
G2476,G3909,0.705
G2476,G3945,0.751
G2476,G3947,0.685
G2476,G3975,0.711
G2476,G3981,0.735
G2476,G4026,0.749
G2476,G4048,0.736
G2476,G4077,0.759
G2476,G4088,0.815
G2476,G4095,0.763
G2476,G4103,0.757
G2476,G4160,0.765
G2476,G4165,0.809
G2476,G4176,0.787
G2476,G4183,0.828
G2476,G4189,0.833
G2476,G4190,0.753
G2476,G4200,0.713
G2476,G4219,0.705
G2476,G4223,0.717
G2476,G4234,0.681
G2476,G4254,0.783
G2476,G4272,0.845
G2476,G4295,0.771
G2476,G4300,0.691
G2476,G4314,0.74
G2476,G4322,0.691
G2476,G4363,0.678
G2476,G4388,0.754
G2476,G4406,0.799
G2476,G4421,0.792
G2476,G4467,0.719
G2476,G4473,0.751
G2476,G4475,0.774
G2476,G4480,0.775
G2476,G4486,0.797
G2477,G3985,0.747
G2478,G3059,0.684
G2479,G2773,0.798
G2479,G2966,0.854
G2479,G3205,0.749
G2479,G3367,0.736
G2479,G3442,0.841
G2479,G3751,0.757
G2479,G3879,0.955
G2482,G2554,0.752
G2482,G2557,0.726
G2482,G2607,0.756
G2482,G2611,0.691
G2482,G2622,0.762
G2482,G2673,0.777
G2482,G2689,0.725
G2482,G2704,0.672
G2482,G2752,0.82
G2482,G2783,0.747
G2482,G2792,0.668
G2482,G2866,0.768
G2482,G2956,0.693
G2482,G2971,0.7
G2482,G2996,0.813
G2482,G3014,0.683
G2482,G3037,0.721
G2482,G3054,0.687
G2482,G3075,0.727
G2482,G3110,0.704
G2482,G3150,0.804
G2482,G3165,0.776
G2482,G3254,0.741
G2482,G3274,0.719
G2482,G3291,0.688
G2482,G3318,0.742
G2482,G3329,0.698
G2482,G3346,0.755
G2482,G3366,0.8
G2482,G3377,0.809
G2482,G3398,0.696
G2482,G3440,0.704
G2482,G3475,0.718
G2482,G3482,0.793
G2482,G3507,0.796
G2482,G3603,0.72
G2482,G3659,0.684
G2482,G3723,0.669
G2482,G3732,0.672
G2482,G3754,0.886
G2482,G3765,0.805
G2482,G3824,0.754
G2482,G3867,0.726
G2482,G3906,0.746
G2482,G3954,0.706
G2482,G4201,0.773
G2482,G4215,0.717
G2482,G4224,0.779
G2482,G4269,0.756
G2482,G4271,0.675
G2482,G4313,0.678
G2482,G4340,0.756
G2482,G4378,0.731
G2482,G4381,0.739
G2482,G4402,0.779
G2482,G4416,0.753
G2482,G4440,0.78
G2482,G4489,0.842
G2482,G4496,0.72
G2484,G2601,0.887
G2484,G2664,0.73
G2484,G3090,0.811
G2484,G3157,0.82
G2484,G4118,0.728
G2484,G4230,0.863
G2484,G4274,0.8
G2485,G2591,0.696
G2485,G2798,0.796
G2485,G2828,0.693
G2485,G2904,0.836
G2485,G2955,0.811
G2485,G3040,0.859
G2485,G3193,0.68
G2485,G3215,0.694
G2485,G3309,0.863
G2485,G3436,0.848
G2485,G3517,0.71
G2485,G3631,0.757
G2485,G3657,0.923
G2485,G3677,0.667
G2485,G3715,0.685
G2485,G3804,0.938
G2485,G3830,0.863
G2485,G3860,0.811
G2485,G3889,0.82
G2485,G3981,0.811
G2485,G4048,0.667
G2485,G4112,0.819
G2485,G4165,0.811
G2485,G4190,0.798
G2485,G4200,0.763
G2485,G4272,0.779
G2485,G4322,0.675
G2487,G2585,0.674
G2487,G2926,0.682
G2487,G2952,0.674
G2487,G3118,0.752
G2487,G4282,0.712
G2495,G2509,0.751
G2495,G2579,0.697
G2495,G2591,0.741
G2495,G2771,0.679
G2495,G2853,0.69
G2495,G2902,0.729
G2495,G2975,0.721
G2495,G3420,0.729
G2495,G3456,0.692
G2495,G3517,0.698
G2495,G3594,0.731
G2495,G3631,0.685
G2495,G3718,0.713
G2495,G3845,0.683
G2495,G4088,0.669
G2495,G4095,0.688
G2495,G4406,0.728
G2495,G4480,0.672
G2496,G2720,0.698
G2496,G2815,0.673
G2496,G2854,0.685
G2496,G2992,0.754
G2496,G3016,0.714
G2496,G3049,0.696
G2496,G3211,0.718
G2496,G3391,0.697
G2496,G3410,0.704
G2496,G3642,0.672
G2496,G3717,0.678
G2496,G4030,0.704
G2496,G4111,0.669
G2496,G4158,0.69
G2496,G4321,0.701
G2498,G2606,0.723
G2498,G2687,0.712
G2498,G2854,0.669
G2498,G2883,0.667
G2498,G2901,0.697
G2498,G3255,0.69
G2498,G3464,0.673
G2498,G3523,0.682
G2498,G3579,0.68
G2498,G3711,0.704
G2498,G3821,0.679
G2498,G4001,0.676
G2498,G4341,0.671
G2498,G4370,0.668
G2498,G4376,0.77
G2498,G4482,0.702
G2500,G2574,0.675
G2500,G3317,0.679
G2500,G4469,0.712
G2505,G2579,0.674
G2505,G2751,0.729
G2505,G3136,0.678
G2505,G3342,0.705
G2505,G3414,0.667
G2505,G3686,0.707
G2505,G3889,0.668
G2505,G3975,0.677
G2505,G4300,0.871
G2505,G4388,0.678
G2507,G4498,0.683
G2509,G2544,0.677
G2509,G2579,0.846
G2509,G2591,0.759
G2509,G2616,0.685
G2509,G2643,0.676
G2509,G2648,0.761
G2509,G2653,0.682
G2509,G2683,0.785
G2509,G2732,0.671
G2509,G2771,0.795
G2509,G2798,0.732
G2509,G2811,0.707
G2509,G2850,0.721
G2509,G2853,0.719
G2509,G2902,0.79
G2509,G2975,0.698
G2509,G2993,0.734
G2509,G3136,0.786
G2509,G3152,0.669
G2509,G3178,0.696
G2509,G3193,0.764
G2509,G3219,0.752
G2509,G3247,0.744
G2509,G3285,0.675
G2509,G3300,0.76
G2509,G3322,0.725
G2509,G3342,0.707
G2509,G3414,0.713
G2509,G3420,0.785
G2509,G3424,0.68
G2509,G3456,0.792
G2509,G3517,0.761
G2509,G3535,0.734
G2509,G3558,0.692
G2509,G3565,0.732
G2509,G3566,0.677
G2509,G3571,0.751
G2509,G3593,0.755
G2509,G3594,0.766
G2509,G3631,0.712
G2509,G3663,0.742
G2509,G3664,0.721
G2509,G3670,0.711
G2509,G3677,0.706
G2509,G3682,0.67
G2509,G3690,0.687
G2509,G3715,0.773
G2509,G3718,0.741
G2509,G3720,0.733
G2509,G3762,0.719
G2509,G3791,0.794
G2509,G3818,0.669
G2509,G3845,0.693
G2509,G3889,0.731
G2509,G3901,0.679
G2509,G3945,0.759
G2509,G3952,0.71
G2509,G3975,0.763
G2509,G4011,0.722
G2509,G4026,0.683
G2509,G4077,0.712
G2509,G4092,0.684
G2509,G4095,0.702
G2509,G4103,0.752
G2509,G4160,0.747
G2509,G4176,0.673
G2509,G4183,0.802
G2509,G4189,0.749
G2509,G4219,0.715
G2509,G4223,0.688
G2509,G4234,0.695
G2509,G4254,0.833
G2509,G4272,0.696
G2509,G4295,0.698
G2509,G4314,0.72
G2509,G4388,0.739
G2509,G4406,0.801
G2509,G4421,0.77
G2509,G4473,0.739
G2509,G4475,0.737
G2509,G4480,0.709
G2509,G4486,0.803
G2511,G2924,0.695
G2511,G3875,0.673
G2513,G2774,0.911
G2513,G3114,0.78
G2513,G3144,0.736
G2513,G3622,0.703
G2513,G3806,0.671
G2513,G3829,0.695
G2513,G3894,0.694
G2513,G4086,0.678
G2513,G4117,0.697
G2513,G4299,0.749
G2513,G4477,0.704
G2514,G2554,0.704
G2514,G2599,0.668
G2514,G2668,0.822
G2514,G2709,0.904
G2514,G2752,0.687
G2514,G2821,0.849
G2514,G2838,0.681
G2514,G2866,0.67
G2514,G2929,0.792
G2514,G2996,0.789
G2514,G3032,0.881
G2514,G3054,0.956
G2514,G3075,0.695
G2514,G3092,0.699
G2514,G3147,0.78
G2514,G3150,0.728
G2514,G3162,0.808
G2514,G3271,0.714
G2514,G3346,0.733
G2514,G3399,0.7
G2514,G3475,0.681
G2514,G3482,0.695
G2514,G3494,0.823
G2514,G3507,0.716
G2514,G3603,0.804
G2514,G3765,0.667
G2514,G3824,0.693
G2514,G3867,0.739
G2514,G3966,0.694
G2514,G4201,0.673
G2514,G4215,0.729
G2514,G4224,0.741
G2514,G4269,0.708
G2514,G4271,0.87
G2514,G4312,0.795
G2514,G4378,0.677
G2514,G4416,0.7
G2514,G4440,0.7
G2514,G4489,0.721
G2514,G4496,0.738
G2515,G3031,0.878
G2515,G3828,0.848
G2515,G4168,0.844
G2515,G4356,0.882
G2516,G2527,0.794
G2516,G2637,0.742
G2516,G2707,0.683
G2516,G2982,0.668
G2516,G3129,0.853
G2516,G3491,0.683
G2516,G3565,0.749
G2516,G3818,0.668
G2516,G3831,0.787
G2516,G3861,0.951
G2516,G3869,0.7
G2516,G4176,0.744
G2522,G2957,0.687
G2525,G2677,0.871
G2525,G2723,0.947
G2525,G2744,0.853
G2525,G2760,0.781
G2525,G2808,0.962
G2525,G2837,0.909
G2525,G2871,0.793
G2525,G2930,0.829
G2525,G3022,0.885
G2525,G3058,0.871
G2525,G3201,0.815
G2525,G3252,0.927
G2525,G3385,0.884
G2525,G3435,0.9
G2525,G3468,0.758
G2525,G3472,0.897
G2525,G3630,0.81
G2525,G3647,0.854
G2525,G3675,0.904
G2525,G3679,0.878
G2525,G3843,0.922
G2525,G3957,0.826
G2525,G4109,0.888
G2525,G4119,0.942
G2525,G4175,0.826
G2525,G4194,0.852
G2525,G4306,0.818
G2525,G4351,0.95
G2525,G4429,0.81
G2527,G2637,0.899
G2527,G2707,0.855
G2527,G3129,0.946
G2527,G3831,0.947
G2527,G3861,0.712
G2527,G4344,0.766
G2528,G3495,0.681
G2529,G2593,0.714
G2529,G2815,0.667
G2529,G2888,0.689
G2529,G3014,0.768
G2529,G3067,0.732
G2529,G3075,0.71
G2529,G3190,0.69
G2529,G3211,0.72
G2529,G3276,0.742
G2529,G3545,0.705
G2529,G3659,0.73
G2529,G3705,0.88
G2529,G3763,0.724
G2529,G3784,0.668
G2529,G3886,0.688
G2529,G3969,0.672
G2529,G4210,0.703
G2529,G4298,0.703
G2529,G4319,0.684
G2529,G4371,0.697
G2529,G4399,0.688
G2532,G2844,0.748
G2532,G2928,0.673
G2532,G3571,0.671
G2532,G3684,0.715
G2532,G3734,0.667
G2532,G3975,0.682
G2532,G4322,0.701
G2532,G4388,0.676
G2532,G4486,0.697
G2538,G2982,0.683
G2538,G3495,0.707
G2538,G4314,0.673
G2539,G3423,0.706
G2540,G2994,0.706
G2540,G3807,0.707
G2543,G2943,0.767
G2543,G3140,0.821
G2543,G4065,0.77
G2544,G2579,0.732
G2544,G2591,0.726
G2544,G2616,0.679
G2544,G2648,0.667
G2544,G2675,0.669
G2544,G2751,0.674
G2544,G2770,0.693
G2544,G2771,0.741
G2544,G2797,0.685
G2544,G2798,0.726
G2544,G2813,0.687
G2544,G2902,0.742
G2544,G2955,0.67
G2544,G2982,0.675
G2544,G3178,0.68
G2544,G3285,0.709
G2544,G3300,0.671
G2544,G3342,0.747
G2544,G3354,0.672
G2544,G3414,0.724
G2544,G3420,0.721
G2544,G3517,0.687
G2544,G3565,0.723
G2544,G3571,0.689
G2544,G3594,0.686
G2544,G3631,0.712
G2544,G3696,0.702
G2544,G3720,0.754
G2544,G3869,0.684
G2544,G3889,0.715
G2544,G3909,0.689
G2544,G3945,0.683
G2544,G4077,0.671
G2544,G4088,0.697
G2544,G4095,0.73
G2544,G4160,0.675
G2544,G4176,0.677
G2544,G4183,0.732
G2544,G4223,0.668
G2544,G4272,0.709
G2544,G4300,0.722
G2544,G4314,0.735
G2544,G4421,0.669
G2544,G4467,0.682
G2544,G4475,0.674
G2546,G2604,0.869
G2546,G2983,0.9
G2546,G3617,0.781
G2546,G4074,0.77
G2546,G4170,0.828
G2546,G4186,0.785
G2546,G4279,0.681
G2546,G4367,0.851
G2549,G2762,0.692
G2549,G3068,0.754
G2549,G3103,0.691
G2549,G3113,0.72
G2549,G3190,0.679
G2549,G3405,0.679
G2549,G3501,0.717
G2549,G3666,0.686
G2549,G3758,0.714
G2549,G3763,0.707
G2549,G3886,0.721
G2549,G4126,0.699
G2554,G2557,0.67
G2554,G2599,0.668
G2554,G2607,0.7
G2554,G2617,0.671
G2554,G2622,0.676
G2554,G2673,0.788
G2554,G2689,0.69
G2554,G2704,0.693
G2554,G2709,0.741
G2554,G2752,0.762
G2554,G2783,0.687
G2554,G2792,0.677
G2554,G2866,0.722
G2554,G2929,0.694
G2554,G2996,0.799
G2554,G3014,0.696
G2554,G3032,0.689
G2554,G3037,0.713
G2554,G3054,0.757
G2554,G3075,0.725
G2554,G3150,0.739
G2554,G3162,0.692
G2554,G3165,0.701
G2554,G3213,0.711
G2554,G3254,0.756
G2554,G3318,0.729
G2554,G3329,0.722
G2554,G3346,0.839
G2554,G3366,0.7
G2554,G3377,0.709
G2554,G3399,0.701
G2554,G3440,0.729
G2554,G3475,0.748
G2554,G3482,0.723
G2554,G3507,0.8
G2554,G3553,0.685
G2554,G3616,0.699
G2554,G3624,0.673
G2554,G3723,0.731
G2554,G3754,0.735
G2554,G3765,0.742
G2554,G3824,0.777
G2554,G3867,0.716
G2554,G3880,0.819
G2554,G3906,0.749
G2554,G4039,0.688
G2554,G4201,0.687
G2554,G4215,0.757
G2554,G4216,0.69
G2554,G4224,0.694
G2554,G4269,0.672
G2554,G4271,0.714
G2554,G4313,0.705
G2554,G4340,0.732
G2554,G4378,0.83
G2554,G4381,0.689
G2554,G4402,0.702
G2554,G4416,0.791
G2554,G4440,0.762
G2554,G4489,0.811
G2554,G4496,0.724
G2554,G4507,0.681
G2555,G3203,0.687
G2555,G3247,0.667
G2555,G3426,0.692
G2555,G3801,0.691
G2555,G4007,0.684
G2555,G4028,0.667
G2556,G2606,0.678
G2556,G2635,0.726
G2556,G2742,0.703
G2556,G2843,0.701
G2556,G2854,0.684
G2556,G2901,0.7
G2556,G2925,0.695
G2556,G2932,0.67
G2556,G2992,0.703
G2556,G3016,0.737
G2556,G3107,0.697
G2556,G3255,0.717
G2556,G3465,0.694
G2556,G3473,0.702
G2556,G3500,0.733
G2556,G3544,0.734
G2556,G3545,0.68
G2556,G3669,0.71
G2556,G3722,0.721
G2556,G3782,0.727
G2556,G3907,0.676
G2556,G3934,0.686
G2556,G4319,0.67
G2556,G4412,0.675
G2556,G4482,0.668
G2557,G2585,0.68
G2557,G2607,0.745
G2557,G2611,0.762
G2557,G2624,0.834
G2557,G2704,0.747
G2557,G2752,0.72
G2557,G2866,0.759
G2557,G2926,0.723
G2557,G2956,0.73
G2557,G2960,0.72
G2557,G2996,0.692
G2557,G3014,0.684
G2557,G3075,0.722
G2557,G3118,0.78
G2557,G3165,0.692
G2557,G3167,0.758
G2557,G3209,0.745
G2557,G3254,0.723
G2557,G3274,0.697
G2557,G3291,0.746
G2557,G3318,0.705
G2557,G3346,0.708
G2557,G3366,0.775
G2557,G3377,0.771
G2557,G3397,0.672
G2557,G3482,0.814
G2557,G3507,0.735
G2557,G3603,0.667
G2557,G3723,0.709
G2557,G3754,0.731
G2557,G3765,0.745
G2557,G3824,0.729
G2557,G3856,0.675
G2557,G3867,0.731
G2557,G3906,0.691
G2557,G4201,0.766
G2557,G4215,0.704
G2557,G4240,0.789
G2557,G4269,0.757
G2557,G4313,0.766
G2557,G4340,0.736
G2557,G4378,0.676
G2557,G4381,0.77
G2557,G4402,0.745
G2557,G4416,0.734
G2557,G4440,0.694
G2557,G4489,0.815
G2557,G4496,0.721
G2557,G4507,0.671
G2557,G4510,0.684
G2558,G3497,0.725
G2558,G3755,0.804
G2558,G4143,0.759
G2559,G4071,0.681
G2559,G4329,0.703
G2562,G2602,0.963
G2562,G3271,0.775
G2562,G3471,0.957
G2562,G3814,0.862
G2562,G4389,0.961
G2563,G2811,0.704
G2563,G3152,0.699
G2563,G3335,0.679
G2563,G3837,0.7
G2563,G4223,0.67
G2563,G4414,0.714
G2564,G2632,0.725
G2565,G2600,0.676
G2565,G2827,0.669
G2565,G3190,0.668
G2567,G3978,0.744
G2568,G2790,0.685
G2568,G2907,0.695
G2569,G3706,0.68
G2570,G3413,0.774
G2573,G2844,0.716
G2573,G2934,0.668
